"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1845600702795784641","Sun Oct 13 23:01:11 +0000 2024","12","IKN magnet pertumbuhan ekonomi baru dan sentra inovasi dlm mengakselerasi Indonesia Maju 2045 Membangun IKN berarti menciptakan ruang untuk kolaborasi dan kreativitas Yang akan memajukan bangsa ke arah yang lebih cerah. #TerimakasihPakJokowi Manchester United Nurul Bahrain Cat 1 https://t.co/AxoeYA4ahC","1845600702795784641","https://pbs.twimg.com/media/GZzkDhcaEAAeDXt.jpg","","in","","1","3","11","https://x.com/Tatarori80/status/1845600702795784641","1373275046970462214","Tatarori80"
"1845512679471149201","Sun Oct 13 23:01:05 +0000 2024","86","@yanatau_ @idextratime Kronologi Website hingga Media Sosial PSSI-nya Bahrain Kena Serangan Siber https://t.co/uOuPk3q2Un","1845600675969056793","","yanatau_","in","Jakarta","4","4","4","https://x.com/okezonenews/status/1845600675969056793","47274731","okezonenews"
"1845515112771408245","Sun Oct 13 23:00:58 +0000 2024","35","@idextratime Kronologi Website hingga Media Sosial PSSI-nya Bahrain Kena Serangan Siber https://t.co/uOuPk3q2Un","1845600646734716946","","idextratime","in","Jakarta","0","2","3","https://x.com/okezonenews/status/1845600646734716946","47274731","okezonenews"
"1845515112771408245","Sun Oct 13 23:00:52 +0000 2024","0","@Penkewae @idextratime Lanjut lah bg sekalian akunnya AFC sama akunnya Salman Ebrahim presidennya AFC pangeran Bahrain tuh bg tenggelamkan dri semua platform medsos smwnya","1845600620667077058","","Penkewae","in","","0","0","0","https://x.com/ArifNasfi05/status/1845600620667077058","870509938182832129","ArifNasfi05"
"1845517510134878354","Sun Oct 13 23:00:42 +0000 2024","35","@aingriwehuy Kronologi Website hingga Media Sosial PSSI-nya Bahrain Kena Serangan Siber https://t.co/uOuPk3q2Un","1845600579504177405","","aingriwehuy","in","Jakarta","0","2","4","https://x.com/okezonenews/status/1845600579504177405","47274731","okezonenews"
"1845600552333562080","Sun Oct 13 23:00:36 +0000 2024","2","daerah lain di Indonesia. Tapi KSTP menghancurkan mimpi dan harapan anak2 Papua untuk bersekolah.KSTP tidak ingin Papua maju krn KSTP membakar sekolah dan perpustakaan di Papua. #HancurkanOPMPengacauPapua Manchester United Nurul Bahrain Cat 1","1845600554879459580","","Nidyna10","in","","0","0","2","https://x.com/Nidyna10/status/1845600554879459580","1710309382293004288","Nidyna10"
"1845600552333562080","Sun Oct 13 23:00:35 +0000 2024","2","Sekarang ini yang dibutuhkan masyaraskat Papua adalah bidang pendidikan yg layak utk mengejar ketinggalan dgn daerah atau provinsi lain di Indonesia sehingga masyarakat dpt membangun wilayahnya dgn baik utk setara #HancurkanOPMPengacauPapua Manchester United Nurul Bahrain Cat 1","1845600552333562080","","","in","","0","1","2","https://x.com/Nidyna10/status/1845600552333562080","1710309382293004288","Nidyna10"
"1845600534885188074","Sun Oct 13 23:00:31 +0000 2024","13","Pilkada merupakan momen penting bagi kemajuan daerah yang keberhasilannya bergantung pada partisipasi masyarakat. Keberhasilan Pilkada mencerminkan kepercayaan dan legitimasi masyarakat terhadap proses demokrasi. Manchester United Nurul Bahrain Cat 1 Dating Nikmir Knetz Guru https://t.co/eZyfPG9Wmg","1845600534885188074","https://pbs.twimg.com/media/GZzj56QbQAA2VPA.jpg","","in","Indonesia","1","3","12","https://x.com/Chalatea1/status/1845600534885188074","1438179494498504706","Chalatea1"
"1845600512802201694","Sun Oct 13 23:00:26 +0000 2024","15","Terima kasib bapak Presiden Joko Widodo Berkat tangan dinginmu Indonesia semakin maju Bibi Syahputra Ketua Forum Pemuda Indonesia - FPI kab Bone #TerimakasihPakJokowi Manchester United Nurul Bahrain Cat 1 https://t.co/6LvFxncAit","1845600512802201694","https://pbs.twimg.com/ext_tw_video_thumb/1845600385383477249/pu/img/XaQoBY3AlWYQI9SL.jpg","","in","","1","5","14","https://x.com/Nidyna10/status/1845600512802201694","1710309382293004288","Nidyna10"
"1845600511820812644","Sun Oct 13 23:00:26 +0000 2024","13","Kapolres Puncak Kompol I Nyoman Punia mengatakan KKB pimpinan Kelenak Murib dilaporkan telah membakar gedung SMAN 1 Sinak Kab. Puncak Papua Tengah. Pembakaran gedung sekolah itu dilakukan Rabu malam (9/10). #HancurkanOPMPengacauPapua Manchester United Nurul Bahrain Cat 1 https://t.co/IpmrdEJetj","1845600511820812644","https://pbs.twimg.com/media/GZzj4pRbQAAZGFs.jpg","","in","Indonesia","3","4","11","https://x.com/Chalatea1/status/1845600511820812644","1438179494498504706","Chalatea1"
"1845600486608760988","Sun Oct 13 23:00:20 +0000 2024","13","Seorang anggota OPM bernama Alex Sondegau ditangkap anggota Pos Kotis Mamba Yonif 509/BY Rabu (9/10/2024). Alex Kelompok Zacky Sondegau saat ini berada di Pos Kodim Yonif 509/BY yang berlokasi di Kampung Mamba #HancurkanOPMPengacauPapua Manchester United Nurul Bahrain Cat 1 https://t.co/4qwOH0BCaV","1845600486608760988","https://pbs.twimg.com/media/GZzj3JnbUAAf4Nx.jpg","","in","Indonesia","2","3","11","https://x.com/Chalatea1/status/1845600486608760988","1438179494498504706","Chalatea1"
"1845600475909144859","Sun Oct 13 23:00:17 +0000 2024","15","Terimakasih Pak @jokowi berkat tangan dingin mu Indonesia semakin maju. Mampu menangani inflasi pasca Covid-19. Bibi Syahputra. Ketua Forum Pemuda Indonesia Kab. Bone #TerimakasihPakJokowi Manchester United Nurul Bahrain Cat 1 https://t.co/xz9oXGJOnW","1845600475909144859","https://pbs.twimg.com/ext_tw_video_thumb/1845600422779891712/pu/img/iNaqO8e1xd8aJ9AG.jpg","","in","Indonesia","2","3","12","https://x.com/Chalatea1/status/1845600475909144859","1438179494498504706","Chalatea1"
"1845600455310844003","Sun Oct 13 23:00:12 +0000 2024","13","Pelabuhan berperan sebagai pintu gerbang ekonomi di daerah seperti Pelabuhan Patimban yang menjadi pintu gerbang utama perekonomian Jawa Barat . Pelabuhan memiliki fungsi vital dalam pembangunan ekonomi suatu negara. #TerimakasihPakJokowi Manchester United Nurul Bahrain Cat 1 https://t.co/cXh77Z7gaI","1845600455310844003","https://pbs.twimg.com/media/GZzj1TObMAAAHks.jpg","","in","Indonesia","2","3","12","https://x.com/Chalatea1/status/1845600455310844003","1438179494498504706","Chalatea1"
"1845515112771408245","Sun Oct 13 23:00:09 +0000 2024","2","@chopstickforyou @idextratime gak mungkin sih kalau cuma war medsos tapi kalau pertandingan bahrain di Indonesia semoga penonton timnas gak berlebihan (meski kita ada dendam) tapi jgn sampai berlebihan)","1845600439968174170","","chopstickforyou","in","","0","0","0","https://x.com/zen80753899/status/1845600439968174170","1813559576865984513","zen80753899"
"1845600425447436548","Sun Oct 13 23:00:05 +0000 2024","13","Digitalisasi dapat menjadi kunci untuk meningkatkan ekonomi kreatif dan UMKM karena dapat membantu pelaku usaha untuk Meningkatkan efisiensi operasional. Memperluas jangkauan pasar. Meningkatkan visibilitas di pasar #TerimakasihPakJokowi Manchester United Nurul Bahrain Cat 1 https://t.co/2SooICoNLD","1845600425447436548","https://pbs.twimg.com/media/GZzjzlxaYAAbVuH.jpg","","in","Indonesia","1","5","12","https://x.com/Chalatea1/status/1845600425447436548","1438179494498504706","Chalatea1"
"1845600408900911197","Sun Oct 13 23:00:01 +0000 2024","6","Kenapa muncrat beneran dimulut beb https://t.co/SrT82K5WHt Ga sengaja crt dalam sayang https://t.co/ymGua6TnE6 Di Paksa Ayah Kandung https://t.co/mm8aQ2YKb0 Syakirah https://t.co/5zEslgTBVk Bahrain Ollie Berani Nurul Guru Gembul #vcsbugill https://t.co/29gSUEYFLq","1845600408900911197","https://pbs.twimg.com/media/GZzhwhhaIAADd_D.jpg","","in","","0","0","0","https://x.com/IniNadine1/status/1845600408900911197","1585804770354135044","IniNadine1"
"1845515112771408245","Sun Oct 13 22:58:59 +0000 2024","0","@idextratime oh episode baru dari serial DRAMA-BAHRAIN mungkin itu... ","1845600147667136543","","idextratime","in","Medan, Indonesia","0","0","0","https://x.com/wan_barbarian/status/1845600147667136543","47294504","wan_barbarian"
"1845600146291323114","Sun Oct 13 22:58:59 +0000 2024","0","GEMES !!! TRIPLE DATE AL EL DUL SAAT MANGGUNG THE LUCKY LAKI DI ACARA WE... https://t.co/qNnhDHQbeV via @YouTube syifa el rumi al ghazali al el dul tissa biani allysa the luckylaki gugu gembul nurul benny laos bahrain #JokowiHarusDiadili Timnas","1845600146291323114","","","in","Indonesia","0","0","0","https://x.com/651Safa/status/1845600146291323114","1051583368402366464","651Safa"
"1845598366539125037","Sun Oct 13 22:58:52 +0000 2024","0","@Txtmlbb awali hari dengan fuck bahrain ","1845600118680264943","","Txtmlbb","in","Malang, Jawa Timur","0","0","0","https://x.com/putraskennedy/status/1845600118680264943","1604852361930735616","putraskennedy"
"1845600070357639641","Sun Oct 13 22:58:41 +0000 2024","3","Perubahan Sistem KJP: Pembagian Per Kecamatan untuk Keadilan Gratis Masuk Ancol dan TMII! KJP akan dibuat per kecamatan oleh Mas Pram dan Bang Doel. #JakartaMenyala Manchester United Nurul Bahrain Cat 1 Dating Nikmir Knetz Guru Gembul 3️⃣3️⃣3️⃣ https://t.co/qVBbrbxaiy","1845600070357639641","https://pbs.twimg.com/ext_tw_video_thumb/1845599977713852416/pu/img/1N-ZGn_bftwE0kh8.jpg","","in","Indonesia","1","3","2","https://x.com/Ranisor_6/status/1845600070357639641","1438169862354866180","Ranisor_6"
"1845599870708756845","Sun Oct 13 22:57:53 +0000 2024","7","Setiap kelurahan akan di bangun balai rakyat. Bisa digunakan untuk nikahan gratis bagi warga. Kagak ribet dah.. #JakartaMenyala Manchester United Nurul Bahrain Cat 1 Dating Nikmir Knetz Guru Gembul https://t.co/J8o6u9yjCe","1845599870708756845","https://pbs.twimg.com/ext_tw_video_thumb/1845599701032370176/pu/img/AfDtBjZCB8fLdFSo.jpg","","in","Indonesia","0","1","5","https://x.com/Ranisor_6/status/1845599870708756845","1438169862354866180","Ranisor_6"
"1845515112771408245","Sun Oct 13 22:57:38 +0000 2024","0","@idextratime https://t.co/NYsXzUUb5z Netizen2 Indonesia sekalian serang nih perusahaan minyaknya Bahrain sumber duit yg bawa masalah buat kita nih dri perusahaan ini nih... Hancurkan dri semua platform medsos yuuk...","1845599806380761150","","idextratime","in","","0","0","0","https://x.com/ArifNasfi05/status/1845599806380761150","870509938182832129","ArifNasfi05"
"1845599595201810555","Sun Oct 13 22:56:47 +0000 2024","3","Rencana Pramono Rano urai kemacetan di senopati. Buat Valet parking dengan memanfaatkan tanah kosong. #JakartaMenyala Manchester United Nurul Bahrain Cat 1 Dating Nikmir Knetz Guru Gembul https://t.co/1NYdeduMl7","1845599595201810555","https://pbs.twimg.com/ext_tw_video_thumb/1845599513710632960/pu/img/Gkx5MiLSw58QUAvu.jpg","","in","Indonesia","1","1","2","https://x.com/Ranisor_6/status/1845599595201810555","1438169862354866180","Ranisor_6"
"1845599424887861306","Sun Oct 13 22:56:07 +0000 2024","4","Mas Pram Siap bereskan masalah banjir di Cipinang Melayu. #JakartaMenyala Manchester United Nurul Bahrain Cat 1 Dating Nikmir Knetz Guru Gembul https://t.co/vbgMWMndMQ","1845599424887861306","https://pbs.twimg.com/ext_tw_video_thumb/1845599374778552320/pu/img/tyf9SY6OiUTZamrs.jpg","","in","Indonesia","1","1","2","https://x.com/Ranisor_6/status/1845599424887861306","1438169862354866180","Ranisor_6"
"1845599393199870401","Sun Oct 13 22:55:59 +0000 2024","3","3 kuliner legendaris di Jakarta. Mana kesukaan mu..?? #JakartaMenyala Manchester United Nurul Bahrain Cat 1 Dating Nikmir Knetz Guru Gembul https://t.co/S4ZtSwWIQJ","1845599393199870401","https://pbs.twimg.com/ext_tw_video_thumb/1845599277743329280/pu/img/xffI_PJ5fU-pc7L6.jpg","","in","Indonesia","0","2","3","https://x.com/Ranisor_6/status/1845599393199870401","1438169862354866180","Ranisor_6"
"1845296104876933135","Sun Oct 13 22:55:54 +0000 2024","0","@adil_alkasbi reminder biar ingat bahrain bahlul https://t.co/CcxGZkakZ6","1845599372626804752","https://pbs.twimg.com/media/GZzi2EuasAALjNA.jpg","adil_alkasbi","in","","0","0","0","https://x.com/Caca_taasya/status/1845599372626804752","1818290494780342272","Caca_taasya"
"1845599166288019642","Sun Oct 13 22:55:05 +0000 2024","3","Street food menyala di Jaksel tempat nongkrong yang asyik. #JakartaMenyala Manchester United Nurul Bahrain Cat 1 Dating Nikmir Knetz Guru Gembul https://t.co/45KhsCMtvn","1845599166288019642","https://pbs.twimg.com/ext_tw_video_thumb/1845599093529427968/pu/img/hptsjSsxVPAfarvR.jpg","","in","Indonesia","0","2","3","https://x.com/Ranisor_6/status/1845599166288019642","1438169862354866180","Ranisor_6"
"1845515112771408245","Sun Oct 13 22:54:25 +0000 2024","1","@idextratime Kalo mau lebih Menyakitkan Ubah Nama yg ada di Google Maps nya Bahrain. Seperti waktu ngubah nama jalan di Pati waktu kasus Kampung maling.","1845598997760860362","","idextratime","in","","0","0","0","https://x.com/SherllyIndah/status/1845598997760860362","1842518703080157184","SherllyIndah"
"1845598928311660809","Sun Oct 13 22:54:08 +0000 2024","0","Sm asu knetz asu wasit bahrain asu ","1845598928311660809","","","in","Yogyakarta, Indonesia","0","0","0","https://x.com/jamalgrup/status/1845598928311660809","1579668382156062720","jamalgrup"
"1845598908698989036","Sun Oct 13 22:54:04 +0000 2024","0","Lo harus coba parfum ini dijamin g akan nyesel!! Parfum Pria dan Wanita Maestro Parfum Serbu 15ml Bebas Pilih Aroma seharga Rp7.500. Nurul Klarifikasi Pijat Vitalitas Bahrain https://t.co/NhugAizN1g","1845598908698989036","","","in","bekasi","0","0","0","https://x.com/beyjames/status/1845598908698989036","179970523","beyjames"
"1845598851463585918","Sun Oct 13 22:53:50 +0000 2024","0","I just published RASAKAN SENSASI MERASAKAN JACKPOT DAN MENANG DI JAGUAR33 https://t.co/Bc5CskOQH4 #jaguar33 #apkjaguar33 #rtpjaguar33 #vcsbugill #Seunghan #Bahrain #Knetz #Nurul #pssi #FOMO","1845598851463585918","","","in","Jakarta Capital Region","0","0","0","https://x.com/jaguar33new/status/1845598851463585918","1819052945385893888","jaguar33new"
"1844994391079018890","Sun Oct 13 22:53:45 +0000 2024","0","@_iamALi_ Percayalah Bahrain tanpa wasit dari timur tengah akan berakhir menyedihkan","1845598830097821760","","_iamALi_","in","","0","0","0","https://x.com/alumnikopit21/status/1845598830097821760","1454389224703021057","alumnikopit21"
"1845442074176290865","Sun Oct 13 22:53:39 +0000 2024","0","@Qasimm_Khan @fkeverycountry bahrain haram!","1845598806110589224","","Qasimm_Khan","in","","0","0","0","https://x.com/Caca_taasya/status/1845598806110589224","1818290494780342272","Caca_taasya"
"1845593949383335989","Sun Oct 13 22:34:21 +0000 2024","0","Selagi bahrain belom nyekor draw sampai malam takbir enggak bakal ditiup peluit.","1845593949383335989","","","in","barat ke timur ","0","0","0","https://x.com/ekse21/status/1845593949383335989","2153389278","ekse21"
"1845485681730371716","Sun Oct 13 22:34:02 +0000 2024","0","@frfrfr2332 Wasit Bahrain vs indo yang salah","1845593867019825200","","frfrfr2332","in","","0","1","0","https://x.com/pengabdimiyako/status/1845593867019825200","1602644702825545728","pengabdimiyako"
"1845593714930196799","Sun Oct 13 22:33:25 +0000 2024","0","Ini lagi wkwk mampus dah elu bahrain wkwk jgn main2 sama rasa sakit hati","1845593714930196799","","","in","","0","0","0","https://x.com/sahambat08/status/1845593714930196799","1504782330581331969","sahambat08"
"1845593622055682510","Sun Oct 13 22:33:03 +0000 2024","23","Pergerakan netijen pagi ini #AFC_MAFIA #AFC #Bahrain https://t.co/s5dkLCMsc1","1845593622055682510","https://pbs.twimg.com/media/GZzdlZ3bcAAC2iM.jpg","","in","Depok City Hardcore","0","0","3","https://x.com/faruqmarshall/status/1845593622055682510","38637845","faruqmarshall"
"1845517510134878354","Sun Oct 13 22:31:44 +0000 2024","18","@aingriwehuy Dosa ga sih... gue malah berharap serangan Israel salah sasaran rudalnya 30 menuju bahrain menggantikan 3 menit pemberian add-time wasit","1845593289900331294","","aingriwehuy","in","Balikpapan, Bekasi","0","6","0","https://x.com/seadance07/status/1845593289900331294","269743868","seadance07"
"1845427583665709368","Sun Oct 13 22:31:37 +0000 2024","1","@idextratime Surat mah sehari jadi kirim email sedetik nyampe Tp yg susah adalah politiknya Yakin Indonesia berani sama bahrain? Gw malah yakin si et cuma koar2 aja","1845593261404311672","","idextratime","in","","0","0","0","https://x.com/JCTS2023/status/1845593261404311672","1740385979142492160","JCTS2023"
"1845524411514020168","Sun Oct 13 22:30:45 +0000 2024","0","@deeyforuniverse nih pasti gara gara kelakuan wasit bahrain anjjng","1845593042176319616","","deeyforuniverse","in","Cikarang, Indonesia","0","0","0","https://x.com/HAffrijal/status/1845593042176319616","1135336212292440064","HAffrijal"
"1845592815264469096","Sun Oct 13 22:29:51 +0000 2024","1","Foto grafer bahrain siapa tau ada yang gabut https://t.co/RioFfK3RBn","1845592815264469096","https://pbs.twimg.com/media/GZzc4VRaoAAbc_x.jpg","","in","Bekasi Barat, Indonesia","0","1","0","https://x.com/ARIMBI333/status/1845592815264469096","1234429257784397826","ARIMBI333"
"1844915878120522173","Sun Oct 13 22:28:38 +0000 2024","0","@RikeSants Mohon maaf ya Kaka yang terhormat apakah kau bisa memastikan semua yang marah saat wasit mengakali pertandingan timnas dgn Bahrain diam saat Demokrasi diakali? Bisa dibuktikan kah? Setiap dari kita yang marah pertandingan kemarin tidak peduli soal demokrasi di Indonesia?","1845592508866453634","","RikeSants","in","","0","0","0","https://x.com/jasmine_1294/status/1845592508866453634","1353304936809861121","jasmine_1294"
"1845171765015720422","Sun Oct 13 22:27:11 +0000 2024","3","@Rl_135 @3zozing @football_li5 Di gol kedua bahrain kenapa tidak di cek var ada indikasi offside seharusnya cek var dahulu sebelum meniup peluit panjang al kaf meniup peluit karena takut saja gol bahrain di anulir var karena offside lihat baik² jangan jadi tolol anda","1845592145685881101","","Rl_135","in","","0","0","0","https://x.com/SietaMeren/status/1845592145685881101","1624832948829831168","SietaMeren"
"1845591636648276263","Sun Oct 13 22:25:10 +0000 2024","0","kasus bahrain masih anget jg ya sampe hari ini wkwkwkwk","1845591636648276263","","","in","","0","0","0","https://x.com/callonjenazah/status/1845591636648276263","1160471633783427072","callonjenazah"
"1845442074176290865","Sun Oct 13 22:23:49 +0000 2024","0","@Qasimm_Khan @fkeverycountry bcs bahrain bahlul","1845591299740807529","","Qasimm_Khan","in","Maula Faiz Fikri","0","0","0","https://x.com/deluvanese/status/1845591299740807529","1588904054931230720","deluvanese"
"1845590836421234780","Sun Oct 13 22:21:59 +0000 2024","0","TANGIS PILU ISTRI BENNY LAOS CERITAKAN M3N1NGGALNYA SANG SUAMI KRN KETER... https://t.co/cQrmGxeTNX via @YouTube benny laos maluku utara bahrain nurul guru gembul timnas","1845590836421234780","","","in","","0","0","0","https://x.com/khoirinaumayah/status/1845590836421234780","1781320832553541632","khoirinaumayah"
"1845466702399799601","Sun Oct 13 22:21:50 +0000 2024","0","@gilabola_ina Byk cingcong simplenya liat aja tiap indonesia GOL in selalu di check VAR klo GOL dr bahrain mana ada dia yg ngecheck VAR ","1845590797779091793","","gilabola_ina","in","","0","0","0","https://x.com/thenewkriggs/status/1845590797779091793","1780286518160130048","thenewkriggs"
"1845590517553516642","Sun Oct 13 22:20:43 +0000 2024","0","SO SWEET !!! MOMEN AL EL DUL DI TEMANI KEKASIH MASING MASIH SAAT MANGGUN... https://t.co/sZ8GozNWTI via @YouTube syifa el rumi al ghazali al el dul tissa biani allysa the luckylaki gugu gembul nurul benny laos bahrain #JokowiHarusDiadili Timnas","1845590517553516642","","","in","","0","0","0","https://x.com/khoirinaumayah/status/1845590517553516642","1781320832553541632","khoirinaumayah"
"1845590156834971714","Sun Oct 13 22:19:17 +0000 2024","0","Yok bisa yok smoga pak herman juga online. Biar ketiga matkul di rumah ajamager budal","1845590156834971714","","","in","","0","0","0","https://x.com/kutucomel/status/1845590156834971714","3083298218","kutucomel"
"1845515112771408245","Sun Oct 13 22:18:18 +0000 2024","0","@Srguler @idextratime Tanpa wasit curang bahrain hanya pecundang..!!!","1845589910327279621","","Srguler","in","Kalimantan Timur, Indonesia","0","0","0","https://x.com/ariiiiiss/status/1845589910327279621","3235928766","ariiiiiss"
"1845427583665709368","Sun Oct 13 22:18:08 +0000 2024","0","@idextratime presidennya org bahrain kantor afc nya di dik malay udah pasti sekontol","1845589869269328009","","idextratime","in","","0","0","0","https://x.com/kentutmenyublim/status/1845589869269328009","1652517403472060416","kentutmenyublim"
"1845449466444382476","Sun Oct 13 22:18:02 +0000 2024","0","@DedynurPalakka Daya rusaknya suguh berbhya bisa kirim aj dia ke Bahrain","1845589842564108382","","DedynurPalakka","in","","0","0","0","https://x.com/ilhamlatief112/status/1845589842564108382","1801440393382506496","ilhamlatief112"
"1845318304564642056","Sun Oct 13 22:15:11 +0000 2024","10","@SiaranBolaLive Kasih tau : indonesia kalah lawan iraq. Terima . Karena fair play. Nggak licik dan curang. Bahrain negara pecundang","1845589125589762208","","SiaranBolaLive","in","","0","0","0","https://x.com/AriyantiJauza/status/1845589125589762208","1634865011091976192","AriyantiJauza"
